State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
,Matawan,9734.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2022
,Maywood,9966.0,7.0,0.0,0.0,1.0,6.0,108.0,9.0,87.0,12.0,0.0,2022
,Medford Township,24447.0,26.0,0.0,10.0,2.0,14.0,197.0,20.0,167.0,10.0,2.0,2022
,Mendham,4975.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,7.0,1.0,0.0,2022
,Middlesex Borough,14423.0,7.0,0.0,2.0,3.0,2.0,86.0,12.0,72.0,2.0,0.0,2022
,Middle Township,20845.0,64.0,1.0,10.0,4.0,49.0,379.0,28.0,337.0,14.0,0.0,2022
,Midland Park,6930.0,4.0,0.0,0.0,1.0,3.0,32.0,2.0,29.0,1.0,0.0,2022
,Millburn Township,22417.0,4.0,0.0,0.0,4.0,0.0,550.0,23.0,487.0,40.0,0.0,2022
,Milltown,6947.0,2.0,0.0,0.0,1.0,1.0,134.0,5.0,125.0,4.0,0.0,2022
,Millville,27550.0,139.0,1.0,12.0,26.0,100.0,1063.0,104.0,921.0,38.0,2.0,2022
,Monmouth Beach,3242.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,13.0,8.0,0.0,2022
,"Monroe Township, Gloucester County",38222.0,31.0,0.0,3.0,3.0,25.0,358.0,70.0,260.0,28.0,0.0,2022
,"Monroe Township, Middlesex County",48097.0,5.0,0.0,0.0,0.0,5.0,106.0,12.0,75.0,19.0,0.0,2022
,Montclair,41117.0,44.0,1.0,6.0,9.0,28.0,440.0,59.0,293.0,88.0,0.0,2022
,Montgomery Township,23441.0,1.0,0.0,0.0,0.0,1.0,66.0,27.0,29.0,10.0,0.0,2022
,Montvale,8436.0,2.0,0.0,0.0,1.0,1.0,46.0,4.0,38.0,4.0,0.0,2022
,Moonachie,3093.0,1.0,0.0,0.0,0.0,1.0,52.0,5.0,43.0,4.0,1.0,2022
,Morris Plains,6138.0,2.0,0.0,0.0,0.0,2.0,78.0,9.0,66.0,3.0,0.0,2022
,Morristown,20418.0,39.0,0.0,7.0,9.0,23.0,195.0,9.0,167.0,19.0,0.0,2022
,Morris Township,23455.0,12.0,0.0,0.0,2.0,10.0,134.0,31.0,90.0,13.0,0.0,2022
,Mount Arlington,5908.0,6.0,0.0,0.0,1.0,5.0,27.0,5.0,22.0,0.0,0.0,2022
,Mount Ephraim,4615.0,11.0,0.0,3.0,2.0,6.0,288.0,13.0,267.0,8.0,1.0,2022
,Mount Olive Township,28970.0,13.0,0.0,5.0,4.0,4.0,129.0,12.0,111.0,6.0,0.0,2022
,Mullica Township,5798.0,9.0,1.0,1.0,0.0,7.0,61.0,22.0,38.0,1.0,0.0,2022
,Neptune City,4620.0,15.0,0.0,1.0,2.0,12.0,88.0,5.0,80.0,3.0,1.0,2022
,Neptune Township,28491.0,111.0,6.0,6.0,15.0,84.0,829.0,117.0,678.0,34.0,1.0,2022
,Netcong,3973.0,4.0,0.0,0.0,0.0,4.0,29.0,8.0,20.0,1.0,0.0,2022
,Newark,304311.0,1582.0,53.0,86.0,469.0,974.0,5539.0,537.0,2869.0,2133.0,29.0,2022
,New Brunswick,55971.0,480.0,4.0,47.0,217.0,212.0,1211.0,152.0,959.0,100.0,3.0,2022
,New Milford,16897.0,1.0,1.0,0.0,0.0,0.0,59.0,2.0,53.0,4.0,0.0,2022
,New Providence,13548.0,1.0,0.0,1.0,0.0,0.0,57.0,1.0,47.0,9.0,0.0,2022
,Newton,8593.0,7.0,0.0,1.0,0.0,6.0,44.0,1.0,43.0,0.0,1.0,2022
,North Bergen Township,58378.0,80.0,0.0,14.0,16.0,50.0,377.0,39.0,284.0,54.0,1.0,2022
,North Brunswick Township,43419.0,94.0,0.0,6.0,14.0,74.0,557.0,33.0,476.0,48.0,2.0,2022
,Northfield,8435.0,3.0,0.0,0.0,0.0,3.0,50.0,3.0,44.0,3.0,0.0,2022
,North Haledon,8788.0,3.0,0.0,0.0,0.0,3.0,36.0,11.0,21.0,4.0,0.0,2022
,North Plainfield,22394.0,36.0,1.0,7.0,12.0,16.0,314.0,25.0,261.0,28.0,1.0,2022
,Northvale,4759.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,8.0,0.0,0.0,2022
,North Wildwood,3602.0,9.0,0.0,0.0,1.0,8.0,149.0,10.0,136.0,3.0,0.0,2022
,Norwood,5565.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,18.0,2.0,0.0,2022
,Oakland,12616.0,4.0,0.0,0.0,0.0,4.0,56.0,4.0,41.0,11.0,0.0,2022
,Oaklyn,3908.0,9.0,0.0,0.0,3.0,6.0,185.0,40.0,137.0,8.0,0.0,2022
,Ocean City,11258.0,14.0,0.0,0.0,0.0,14.0,672.0,22.0,637.0,13.0,0.0,2022
,Ocean Gate,2000.0,2.0,0.0,0.0,0.0,2.0,30.0,9.0,20.0,1.0,0.0,2022
,Oceanport,6119.0,6.0,1.0,0.0,2.0,3.0,40.0,12.0,25.0,3.0,0.0,2022
,"Ocean Township, Monmouth County",28119.0,35.0,0.0,1.0,7.0,27.0,726.0,63.0,612.0,51.0,3.0,2022
,"Ocean Township, Ocean County",9031.0,2.0,0.0,1.0,1.0,0.0,38.0,10.0,27.0,1.0,0.0,2022
,Old Bridge Township,67876.0,41.0,2.0,0.0,4.0,35.0,564.0,61.0,425.0,78.0,0.0,2022
,Old Tappan,5799.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,17.0,7.0,0.0,2022
,Oradell,8139.0,1.0,0.0,0.0,1.0,0.0,43.0,12.0,25.0,6.0,1.0,2022
,Orange City,33615.0,123.0,2.0,11.0,31.0,79.0,610.0,99.0,383.0,128.0,1.0,2022
,Oxford Township,2456.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,2022
,Palisades Park,19991.0,14.0,0.0,1.0,2.0,11.0,146.0,33.0,101.0,12.0,0.0,2022
,Palmyra,7418.0,15.0,1.0,2.0,3.0,9.0,134.0,18.0,99.0,17.0,0.0,2022
,Paramus,26242.0,10.0,0.0,0.0,7.0,3.0,1095.0,47.0,962.0,86.0,0.0,2022
,Park Ridge,10040.0,1.0,0.0,0.0,0.0,1.0,27.0,1.0,26.0,0.0,0.0,2022
,Parsippany-Troy Hills Township,56193.0,17.0,0.0,6.0,5.0,6.0,568.0,80.0,445.0,43.0,1.0,2022
,Passaic,69003.0,375.0,2.0,23.0,85.0,265.0,1386.0,148.0,1043.0,195.0,3.0,2022
,Paulsboro,6292.0,24.0,1.0,0.0,5.0,18.0,106.0,26.0,73.0,7.0,0.0,2022
,Peapack-Gladstone,2588.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,21.0,1.0,0.0,2022
,Pennsauken Township,37198.0,106.0,1.0,3.0,41.0,61.0,1282.0,186.0,948.0,148.0,11.0,2022
,Penns Grove,4821.0,50.0,0.0,3.0,12.0,35.0,78.0,16.0,55.0,7.0,0.0,2022
,Pennsville Township,12651.0,19.0,0.0,3.0,3.0,13.0,381.0,17.0,351.0,13.0,0.0,2022
,Pequannock Township,15560.0,9.0,0.0,0.0,3.0,6.0,70.0,8.0,54.0,8.0,0.0,2022
,Perth Amboy,55229.0,182.0,4.0,6.0,28.0,144.0,808.0,94.0,626.0,88.0,9.0,2022
,Phillipsburg,15374.0,47.0,0.0,26.0,8.0,13.0,263.0,35.0,213.0,15.0,3.0,2022
,Piscataway Township,61170.0,94.0,2.0,0.0,20.0,72.0,473.0,32.0,397.0,44.0,3.0,2022
,Plainfield,55494.0,251.0,4.0,3.0,104.0,140.0,731.0,110.0,564.0,57.0,2.0,2022
,Plainsboro Township,23798.0,6.0,0.0,0.0,1.0,5.0,151.0,7.0,136.0,8.0,0.0,2022
,Pleasantville,20603.0,45.0,2.0,0.0,7.0,36.0,207.0,49.0,126.0,32.0,1.0,2022
,Plumsted Township,8582.0,2.0,0.0,1.0,0.0,1.0,40.0,7.0,31.0,2.0,0.0,2022
,Pohatcong Township,3270.0,3.0,0.0,0.0,1.0,2.0,150.0,5.0,143.0,2.0,0.0,2022
,Point Pleasant,19501.0,21.0,0.0,3.0,0.0,18.0,123.0,10.0,108.0,5.0,0.0,2022
,Point Pleasant Beach,4903.0,11.0,0.0,1.0,0.0,10.0,110.0,9.0,99.0,2.0,0.0,2022
,Pompton Lakes,10875.0,9.0,0.0,3.0,0.0,6.0,66.0,5.0,59.0,2.0,0.0,2022
,Princeton ,30797.0,9.0,0.0,1.0,3.0,5.0,226.0,23.0,193.0,10.0,0.0,2022
,Prospect Park,6225.0,2.0,0.0,0.0,2.0,0.0,78.0,16.0,57.0,5.0,1.0,2022
,Rahway,30149.0,42.0,1.0,8.0,12.0,21.0,294.0,26.0,227.0,41.0,5.0,2022
,Ramsey,14621.0,5.0,0.0,0.0,2.0,3.0,105.0,6.0,86.0,13.0,0.0,2022
,Randolph Township,26500.0,7.0,0.0,0.0,1.0,6.0,88.0,14.0,64.0,10.0,0.0,2022
,Raritan,10609.0,1.0,0.0,0.0,0.0,1.0,81.0,4.0,71.0,6.0,0.0,2022
,Raritan Township,24202.0,4.0,0.0,0.0,0.0,4.0,42.0,8.0,29.0,5.0,0.0,2022
,Readington Township,16348.0,8.0,1.0,1.0,1.0,5.0,54.0,7.0,43.0,4.0,1.0,2022
,Red Bank,12927.0,20.0,0.0,11.0,5.0,4.0,123.0,15.0,93.0,15.0,3.0,2022
,Ridgefield,11368.0,3.0,0.0,0.0,0.0,3.0,83.0,8.0,64.0,11.0,0.0,2022
,Ridgefield Park,13067.0,14.0,0.0,0.0,2.0,12.0,178.0,11.0,159.0,8.0,0.0,2022
,Ridgewood,26485.0,8.0,0.0,1.0,1.0,6.0,202.0,21.0,128.0,53.0,1.0,2022
,Ringwood,11456.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,14.0,0.0,0.0,2022
,Riverdale,4105.0,1.0,0.0,1.0,0.0,0.0,77.0,2.0,66.0,9.0,0.0,2022
,River Edge,11950.0,1.0,1.0,0.0,0.0,0.0,100.0,5.0,85.0,10.0,0.0,2022
,River Vale Township,9789.0,2.0,0.0,0.0,0.0,2.0,36.0,4.0,26.0,6.0,2.0,2022
,Rochelle Park Township,5841.0,9.0,1.0,0.0,5.0,3.0,68.0,10.0,53.0,5.0,1.0,2022
,Rockaway,6589.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,16.0,0.0,0.0,2022
,Rockaway Township,26377.0,18.0,0.0,2.0,4.0,12.0,223.0,13.0,200.0,10.0,0.0,2022
,Rockleigh,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Roseland,6149.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,46.0,8.0,0.0,2022
,Roselle,22257.0,28.0,0.0,1.0,8.0,19.0,254.0,27.0,168.0,59.0,0.0,2022
,Roselle Park,13825.0,6.0,0.0,2.0,1.0,3.0,133.0,11.0,114.0,8.0,0.0,2022
,Roxbury Township,23293.0,2.0,0.0,0.0,0.0,2.0,196.0,15.0,170.0,11.0,1.0,2022
,Rumson,7228.0,1.0,0.0,0.0,0.0,1.0,41.0,4.0,22.0,15.0,0.0,2022
,Rutherford,18592.0,7.0,0.0,0.0,1.0,6.0,218.0,21.0,166.0,31.0,1.0,2022
,Saddle Brook Township,14408.0,4.0,0.0,0.0,2.0,2.0,208.0,3.0,193.0,12.0,0.0,2022
,Saddle River,3338.0,1.0,0.0,0.0,0.0,1.0,50.0,29.0,13.0,8.0,0.0,2022
,Salem,5319.0,79.0,3.0,5.0,8.0,63.0,91.0,18.0,55.0,18.0,1.0,2022
,Sayreville,44981.0,39.0,1.0,1.0,6.0,31.0,430.0,46.0,328.0,56.0,2.0,2022
,Scotch Plains Township,24490.0,15.0,0.0,3.0,3.0,9.0,199.0,22.0,125.0,52.0,0.0,2022
,Sea Bright,1453.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,0.0,2022
,Sea Girt,1885.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2022
,Sea Isle City,2135.0,11.0,0.0,2.0,1.0,8.0,114.0,17.0,95.0,2.0,0.0,2022
,Seaside Heights,2507.0,23.0,0.0,0.0,2.0,21.0,88.0,12.0,76.0,0.0,0.0,2022
,Seaside Park,1486.0,1.0,0.0,0.0,0.0,1.0,19.0,4.0,13.0,2.0,0.0,2022
,Secaucus,20519.0,48.0,0.0,8.0,22.0,18.0,600.0,29.0,547.0,24.0,0.0,2022
,Shrewsbury,4188.0,4.0,0.0,1.0,1.0,2.0,83.0,7.0,64.0,12.0,0.0,2022
,Somerdale,5531.0,15.0,0.0,2.0,3.0,10.0,306.0,7.0,284.0,15.0,1.0,2022
,Somers Point,10467.0,27.0,1.0,2.0,5.0,19.0,214.0,16.0,192.0,6.0,1.0,2022
,Somerville,12759.0,10.0,0.0,0.0,3.0,7.0,141.0,13.0,118.0,10.0,0.0,2022
,South Amboy,9277.0,12.0,0.0,1.0,1.0,10.0,113.0,21.0,65.0,27.0,0.0,2022
,South Bound Brook,4784.0,1.0,0.0,0.0,0.0,1.0,43.0,4.0,32.0,7.0,0.0,2022
,South Brunswick Township,46442.0,56.0,0.0,12.0,6.0,38.0,416.0,115.0,269.0,32.0,4.0,2022
,South Hackensack Township,2668.0,16.0,0.0,1.0,5.0,10.0,89.0,3.0,74.0,12.0,0.0,2022
,South Harrison Township,3459.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,2022
,South Orange Village,18029.0,7.0,0.0,0.0,1.0,6.0,227.0,12.0,186.0,29.0,0.0,2022
,South Plainfield,24211.0,29.0,0.0,2.0,8.0,19.0,367.0,40.0,302.0,25.0,0.0,2022
,South River,15877.0,10.0,0.0,1.0,2.0,7.0,101.0,12.0,79.0,10.0,1.0,2022
,Sparta Township,20348.0,5.0,0.0,1.0,1.0,3.0,89.0,19.0,68.0,2.0,0.0,2022
,"Springfield Township, Burlington County",3222.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,1.0,0.0,2022
,"Springfield Township, Union County",16860.0,10.0,0.0,1.0,1.0,8.0,234.0,18.0,186.0,30.0,2.0,2022
,Spring Lake,2807.0,1.0,0.0,0.0,0.0,1.0,53.0,8.0,33.0,12.0,0.0,2022
,Spring Lake Heights,4888.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0,2022
,Stafford Township,30365.0,13.0,0.0,1.0,0.0,12.0,249.0,7.0,226.0,16.0,0.0,2022
,Stanhope,3572.0,3.0,0.0,0.0,1.0,2.0,12.0,3.0,8.0,1.0,0.0,2022
,Stone Harbor,792.0,3.0,0.0,1.0,0.0,2.0,56.0,2.0,53.0,1.0,0.0,2022
,Stratford,6954.0,7.0,0.0,0.0,0.0,7.0,87.0,24.0,61.0,2.0,0.0,2022
,Summit,22414.0,7.0,0.0,3.0,1.0,3.0,200.0,21.0,153.0,26.0,0.0,2022
,Surf City,1302.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,9.0,1.0,0.0,2022
,Swedesboro,2749.0,2.0,0.0,0.0,0.0,2.0,29.0,2.0,21.0,6.0,0.0,2022
,Teaneck Township,42128.0,39.0,0.0,7.0,13.0,19.0,444.0,35.0,381.0,28.0,0.0,2022
,Tenafly,15109.0,4.0,0.0,0.0,1.0,3.0,96.0,12.0,56.0,28.0,0.0,2022
,Teterboro,69.0,1.0,0.0,0.0,1.0,0.0,148.0,0.0,142.0,6.0,0.0,2022
,Tewksbury Township,5918.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,2022
,Tinton Falls,19556.0,19.0,0.0,3.0,2.0,14.0,185.0,14.0,160.0,11.0,0.0,2022
,Toms River Township,99239.0,82.0,1.0,21.0,5.0,55.0,1038.0,104.0,871.0,63.0,4.0,2022
,Totowa,10813.0,9.0,1.0,0.0,2.0,6.0,225.0,15.0,178.0,32.0,0.0,2022
,Trenton,90313.0,960.0,23.0,66.0,282.0,589.0,1690.0,245.0,1130.0,315.0,13.0,2022
,Tuckerton,3682.0,7.0,0.0,0.0,0.0,7.0,36.0,3.0,31.0,2.0,0.0,2022
,Union Beach,5732.0,2.0,0.0,0.0,0.0,2.0,8.0,2.0,4.0,2.0,0.0,2022
,Union City,63312.0,212.0,1.0,0.0,51.0,160.0,1101.0,69.0,950.0,82.0,2.0,2022
,Upper Saddle River,8248.0,1.0,0.0,0.0,0.0,1.0,58.0,9.0,33.0,16.0,0.0,2022
,Ventnor City,9226.0,6.0,0.0,0.0,1.0,5.0,265.0,22.0,238.0,5.0,0.0,2022
,Vernon Township,22623.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,33.0,0.0,0.0,2022
,Verona,14272.0,3.0,0.0,0.0,0.0,3.0,137.0,7.0,122.0,8.0,0.0,2022
,Vineland,61110.0,280.0,7.0,28.0,31.0,214.0,1566.0,226.0,1282.0,58.0,8.0,2022
,Waldwick,10055.0,2.0,0.0,0.0,0.0,2.0,31.0,3.0,24.0,4.0,0.0,2022
,Wallington,11749.0,6.0,0.0,1.0,0.0,5.0,151.0,9.0,134.0,8.0,4.0,2022
,Wall Township,26458.0,27.0,0.0,1.0,1.0,25.0,287.0,24.0,236.0,27.0,0.0,2022
,Wanaque,11089.0,4.0,0.0,0.0,0.0,4.0,28.0,1.0,26.0,1.0,1.0,2022
,Warren Township,15747.0,3.0,0.0,0.0,0.0,3.0,79.0,30.0,30.0,19.0,1.0,2022
,Washington,7349.0,4.0,0.0,0.0,0.0,4.0,43.0,14.0,28.0,1.0,0.0,2022
,"Washington Township, Gloucester County",49625.0,60.0,2.0,2.0,11.0,45.0,838.0,76.0,726.0,36.0,1.0,2022
,"Washington Township, Morris County",18172.0,4.0,0.0,2.0,0.0,2.0,44.0,4.0,36.0,4.0,0.0,2022
,"Washington Township, Warren County",6539.0,0.0,0.0,0.0,0.0,0.0,67.0,6.0,60.0,1.0,0.0,2022
,Watchung,6468.0,4.0,0.0,0.0,0.0,4.0,289.0,22.0,253.0,14.0,0.0,2022
,Waterford Township,10393.0,2.0,0.0,1.0,0.0,1.0,72.0,7.0,61.0,4.0,0.0,2022
,Wayne Township,53828.0,52.0,0.0,1.0,3.0,48.0,1087.0,81.0,966.0,40.0,1.0,2022
,Weehawken Township,17499.0,13.0,0.0,0.0,3.0,10.0,260.0,23.0,216.0,21.0,0.0,2022
,Westampton Township,9099.0,23.0,0.0,3.0,5.0,15.0,218.0,23.0,182.0,13.0,0.0,2022
,West Amwell Township,3033.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,20.0,1.0,0.0,2022
,West Caldwell Township,10756.0,1.0,0.0,0.0,0.0,1.0,77.0,8.0,62.0,7.0,0.0,2022
,Westfield,30628.0,5.0,0.0,1.0,2.0,2.0,233.0,13.0,193.0,27.0,0.0,2022
,West Long Branch,8525.0,6.0,0.0,0.0,0.0,6.0,96.0,13.0,69.0,14.0,0.0,2022
,West Milford Township,24373.0,5.0,0.0,2.0,0.0,3.0,70.0,6.0,58.0,6.0,0.0,2022
,West New York,52021.0,129.0,1.0,11.0,36.0,81.0,603.0,61.0,501.0,41.0,0.0,2022
,West Orange,47722.0,85.0,1.0,13.0,18.0,53.0,733.0,180.0,464.0,89.0,0.0,2022
,Westville,4337.0,14.0,0.0,0.0,1.0,13.0,112.0,15.0,87.0,10.0,1.0,2022
,West Windsor Township,29452.0,9.0,0.0,0.0,1.0,8.0,457.0,21.0,424.0,12.0,2.0,2022
,Wharton,7225.0,9.0,0.0,0.0,0.0,9.0,70.0,8.0,61.0,1.0,0.0,2022
,Wildwood,5105.0,55.0,0.0,0.0,7.0,48.0,339.0,28.0,305.0,6.0,0.0,2022
,Wildwood Crest,3079.0,11.0,0.0,0.0,0.0,11.0,70.0,11.0,56.0,3.0,0.0,2022
,Winfield Township,1395.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,14.0,2.0,0.0,2022
,Winslow Township,39881.0,105.0,1.0,3.0,15.0,86.0,445.0,92.0,331.0,22.0,2.0,2022
,Woodbridge Township,102980.0,194.0,1.0,11.0,46.0,136.0,1817.0,138.0,1506.0,173.0,5.0,2022
,Woodbury,10108.0,36.0,0.0,3.0,16.0,17.0,354.0,22.0,306.0,26.0,1.0,2022
,Woodbury Heights,3122.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,24.0,0.0,0.0,2022
,Woodcliff Lake,6058.0,6.0,0.0,0.0,2.0,4.0,47.0,2.0,40.0,5.0,0.0,2022
,Woodland Park,13171.0,7.0,0.0,0.0,1.0,6.0,143.0,8.0,127.0,8.0,0.0,2022
,Woodlynne,2888.0,6.0,0.0,0.0,3.0,3.0,83.0,20.0,55.0,8.0,0.0,2022
,Woodstown,3692.0,4.0,0.0,0.0,1.0,3.0,22.0,7.0,13.0,2.0,0.0,2022
,Woolwich Township,13625.0,1.0,0.0,0.0,0.0,1.0,49.0,3.0,39.0,7.0,0.0,2022
NEW MEXICO,Albuquerque,560557.0,7737.0,125.0,344.0,1651.0,5617.0,26883.0,4555.0,16431.0,5897.0,74.0,2022
,Angel Fire,1215.0,5.0,0.0,0.0,0.0,5.0,14.0,1.0,13.0,0.0,0.0,2022
,Anthony,8631.0,16.0,0.0,0.0,1.0,15.0,55.0,21.0,25.0,9.0,0.0,2022
,Artesia,12084.0,44.0,0.0,14.0,1.0,29.0,312.0,64.0,215.0,33.0,2.0,2022
,Aztec,6130.0,29.0,0.0,1.0,2.0,26.0,84.0,12.0,64.0,8.0,1.0,2022
,Bayard,2070.0,12.0,0.0,1.0,0.0,11.0,12.0,5.0,4.0,3.0,1.0,2022
,Belen,7460.0,82.0,1.0,4.0,3.0,74.0,333.0,128.0,166.0,39.0,3.0,2022
,Bloomfield,7335.0,38.0,1.0,7.0,1.0,29.0,115.0,26.0,80.0,9.0,1.0,2022
,Bosque Farms,4099.0,13.0,0.0,0.0,1.0,12.0,54.0,11.0,40.0,3.0,0.0,2022
,Capitan,1414.0,5.0,0.0,0.0,0.0,5.0,20.0,2.0,16.0,2.0,1.0,2022
,Carlsbad,31532.0,176.0,1.0,10.0,13.0,152.0,895.0,100.0,650.0,145.0,8.0,2022
,Cimarron,814.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,2022
,Clayton,2779.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,2022
,Cloudcroft,786.0,2.0,0.0,1.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0,2022
,Clovis,37734.0,260.0,1.0,26.0,11.0,222.0,907.0,302.0,510.0,95.0,29.0,2022
,Corrales,8652.0,13.0,0.0,1.0,1.0,11.0,48.0,12.0,30.0,6.0,0.0,2022
,Dexter,1065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Edgewood,6125.0,16.0,1.0,3.0,1.0,11.0,111.0,13.0,87.0,11.0,0.0,2022
,Farmington,46249.0,495.0,4.0,78.0,29.0,384.0,1103.0,164.0,818.0,121.0,12.0,2022
,Gallup,21228.0,330.0,2.0,16.0,59.0,253.0,1019.0,132.0,736.0,151.0,12.0,2022
,Grants,9199.0,26.0,3.0,0.0,2.0,21.0,48.0,4.0,34.0,10.0,1.0,2022
,Hobbs,38912.0,371.0,3.0,56.0,35.0,277.0,1881.0,453.0,1178.0,250.0,15.0,2022
,Hope,106.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022
,Jal,2099.0,5.0,0.0,1.0,0.0,4.0,28.0,9.0,16.0,3.0,0.0,2022
,Las Cruces,114102.0,704.0,10.0,75.0,60.0,559.0,6093.0,1270.0,3927.0,896.0,8.0,2022
,Las Vegas,13151.0,134.0,1.0,12.0,8.0,113.0,342.0,70.0,231.0,41.0,2.0,2022
,Logan,966.0,2.0,0.0,2.0,0.0,0.0,11.0,8.0,2.0,1.0,0.0,2022
,Lordsburg,2229.0,14.0,1.0,1.0,0.0,12.0,21.0,9.0,9.0,3.0,0.0,2022
,Los Alamos,19227.0,9.0,0.0,4.0,0.0,5.0,62.0,4.0,53.0,5.0,0.0,2022
,Los Lunas,18366.0,94.0,0.0,6.0,12.0,76.0,725.0,257.0,377.0,91.0,1.0,2022
,Magdalena,795.0,7.0,0.0,0.0,0.0,7.0,15.0,3.0,9.0,3.0,0.0,2022
,Mesilla,1788.0,2.0,0.0,0.0,1.0,1.0,25.0,7.0,8.0,10.0,0.0,2022
,Milan,2567.0,24.0,0.0,0.0,0.0,24.0,24.0,4.0,12.0,8.0,0.0,2022
,Moriarty,1973.0,6.0,0.0,0.0,2.0,4.0,87.0,19.0,47.0,21.0,0.0,2022
,Peralta,3432.0,12.0,0.0,0.0,1.0,11.0,36.0,19.0,14.0,3.0,0.0,2022
,Portales,11975.0,78.0,1.0,9.0,4.0,64.0,297.0,142.0,136.0,19.0,2.0,2022
,Raton,6063.0,15.0,0.0,3.0,2.0,10.0,87.0,32.0,40.0,15.0,2.0,2022
,Rio Rancho,107435.0,491.0,3.0,51.0,41.0,396.0,1796.0,205.0,1383.0,208.0,10.0,2022
,Roswell,47625.0,420.0,9.0,38.0,28.0,345.0,1421.0,223.0,1036.0,162.0,30.0,2022
,Santa Clara,1588.0,8.0,0.0,0.0,0.0,8.0,19.0,5.0,12.0,2.0,0.0,2022
,Santa Fe,88705.0,819.0,5.0,42.0,100.0,672.0,4333.0,955.0,2713.0,665.0,34.0,2022
,Santa Rosa,2846.0,2.0,0.0,0.0,0.0,2.0,44.0,5.0,27.0,12.0,0.0,2022
,San Ysidro,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Springer,945.0,3.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,0.0,0.0,2022
,Sunland Park,17441.0,80.0,1.0,3.0,1.0,75.0,118.0,27.0,71.0,20.0,2.0,2022
,Taos,6613.0,46.0,0.0,3.0,7.0,36.0,422.0,129.0,256.0,37.0,3.0,2022
,Truth or Consequences,6060.0,13.0,0.0,1.0,0.0,12.0,114.0,30.0,73.0,11.0,1.0,2022
,Tucumcari,5162.0,0.0,0.0,0.0,0.0,0.0,50.0,16.0,31.0,3.0,1.0,2022
NEW YORK,Adams Village,1703.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2022
,Addison Town and Village,2349.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,7.0,2.0,0.0,2022
,Afton Village,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Akron Village,2889.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,2022
,Albany,98104.0,912.0,11.0,60.0,230.0,611.0,3710.0,529.0,2626.0,555.0,24.0,2022
,Albion Village,5620.0,19.0,0.0,5.0,2.0,12.0,136.0,17.0,115.0,4.0,1.0,2022
,Alexandria Bay Village,965.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022
,Alfred Village,3777.0,4.0,0.0,0.0,0.0,4.0,12.0,1.0,11.0,0.0,0.0,2022
,Allegany Village,1571.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,16.0,0.0,0.0,2022
,Altamont Village,1652.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2022
,Amherst Town,123527.0,193.0,2.0,21.0,44.0,126.0,2125.0,168.0,1784.0,173.0,4.0,2022
,Amityville Village,9542.0,3.0,0.0,0.0,2.0,1.0,64.0,3.0,56.0,5.0,0.0,2022
