State,City,Year,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
ILLINOIS,Algonquin,2023,30089.0,18.0,0.0,5.0,0.0,13.0,254.0,28.0,217.0,9.0,0.0
ILLINOIS,Alsip,2023,18048.0,58.0,3.0,18.0,24.0,13.0,539.0,50.0,349.0,140.0,2.0
ILLINOIS,Altamont,2023,2173.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,11.0,0.0,0.0
ILLINOIS,Alton,2023,25025.0,235.0,3.0,36.0,13.0,183.0,768.0,171.0,504.0,93.0,9.0
ILLINOIS,Amboy,2023,2244.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ILLINOIS,Anna,2023,4103.0,7.0,0.0,2.0,0.0,5.0,77.0,3.0,67.0,7.0,0.0
ILLINOIS,Annawan,2023,857.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ILLINOIS,Antioch,2023,14855.0,18.0,0.0,4.0,1.0,13.0,112.0,10.0,92.0,10.0,0.0
ILLINOIS,Arcola,2023,2920.0,5.0,0.0,1.0,0.0,4.0,10.0,3.0,6.0,1.0,0.0
ILLINOIS,Arlington Heights,2023,74094.0,62.0,1.0,19.0,12.0,30.0,693.0,96.0,544.0,53.0,11.0
ILLINOIS,Arthur,2023,2190.0,8.0,0.0,1.0,0.0,7.0,14.0,3.0,9.0,2.0,0.0
ILLINOIS,Assumption,2023,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Athens,2023,1920.0,2.0,0.0,1.0,1.0,0.0,16.0,0.0,15.0,1.0,0.0
ILLINOIS,Atkinson,2023,931.0,1.0,0.0,0.0,0.0,1.0,14.0,3.0,11.0,0.0,0.0
ILLINOIS,Atwood,2023,1101.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0
ILLINOIS,Auburn,2023,4446.0,1.0,0.0,1.0,0.0,0.0,26.0,5.0,19.0,2.0,0.0
ILLINOIS,Aurora,2023,176712.0,549.0,5.0,87.0,58.0,399.0,1933.0,362.0,1201.0,370.0,21.0
ILLINOIS,Bannockburn,2023,1010.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,15.0,0.0,0.0
ILLINOIS,Barrington,2023,10467.0,2.0,0.0,0.0,0.0,2.0,65.0,8.0,51.0,6.0,2.0
ILLINOIS,Barrington Hills,2023,3981.0,2.0,0.0,0.0,0.0,2.0,15.0,2.0,12.0,1.0,0.0
ILLINOIS,Bartlett,2023,39728.0,26.0,0.0,9.0,4.0,13.0,150.0,34.0,101.0,15.0,0.0
ILLINOIS,Bartonville,2023,5762.0,22.0,0.0,5.0,0.0,17.0,97.0,18.0,69.0,10.0,0.0
ILLINOIS,Batavia,2023,26077.0,19.0,0.0,6.0,2.0,11.0,263.0,42.0,210.0,11.0,0.0
ILLINOIS,Beckemeyer,2023,912.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ILLINOIS,Bedford Park,2023,581.0,15.0,0.0,1.0,5.0,9.0,342.0,28.0,253.0,61.0,2.0
ILLINOIS,Beecher,2023,4659.0,3.0,0.0,0.0,2.0,1.0,12.0,0.0,12.0,0.0,0.0
ILLINOIS,Belleville,2023,40820.0,169.0,3.0,39.0,9.0,118.0,700.0,150.0,378.0,172.0,18.0
ILLINOIS,Bellwood,2023,17768.0,49.0,0.0,3.0,14.0,32.0,285.0,47.0,163.0,75.0,1.0
ILLINOIS,Belvidere,2023,25116.0,61.0,0.0,12.0,7.0,42.0,131.0,26.0,96.0,9.0,0.0
ILLINOIS,Bement,2023,1469.0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0
ILLINOIS,Bensenville,2023,18228.0,15.0,0.0,3.0,6.0,6.0,179.0,71.0,82.0,26.0,1.0
ILLINOIS,Berkeley,2023,5058.0,14.0,0.0,1.0,4.0,9.0,30.0,2.0,23.0,5.0,0.0
ILLINOIS,Berwyn,2023,54052.0,80.0,0.0,6.0,44.0,30.0,389.0,34.0,235.0,120.0,2.0
ILLINOIS,Bethalto,2023,9167.0,8.0,0.0,2.0,0.0,6.0,105.0,49.0,44.0,12.0,1.0
ILLINOIS,Bethany,2023,1188.0,2.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,0.0,0.0
ILLINOIS,Bloomingdale,2023,22312.0,13.0,0.0,6.0,2.0,5.0,373.0,37.0,328.0,8.0,0.0
ILLINOIS,Blue Island,2023,21344.0,100.0,1.0,16.0,22.0,61.0,640.0,88.0,301.0,251.0,6.0
ILLINOIS,Bluffs,2023,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Bolingbrook,2023,74138.0,162.0,5.0,38.0,28.0,91.0,655.0,105.0,438.0,112.0,6.0
ILLINOIS,Bourbonnais,2023,17970.0,43.0,0.0,6.0,2.0,35.0,129.0,14.0,115.0,0.0,1.0
ILLINOIS,Bradley,2023,15159.0,36.0,1.0,6.0,2.0,27.0,327.0,24.0,303.0,0.0,1.0
ILLINOIS,Braidwood,2023,6140.0,5.0,0.0,0.0,1.0,4.0,33.0,4.0,28.0,1.0,0.0
ILLINOIS,Breese,2023,4618.0,2.0,0.0,2.0,0.0,0.0,13.0,4.0,7.0,2.0,0.0
ILLINOIS,Bridgeport,2023,1700.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
ILLINOIS,Brookfield,2023,18470.0,6.0,0.0,1.0,0.0,5.0,4.0,2.0,2.0,0.0,0.0
ILLINOIS,Buda,2023,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Buffalo Grove,2023,42310.0,16.0,0.0,5.0,3.0,8.0,297.0,33.0,247.0,17.0,3.0
ILLINOIS,Bull Valley,2023,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Burbank,2023,27986.0,67.0,2.0,10.0,19.0,36.0,488.0,87.0,314.0,87.0,5.0
ILLINOIS,Burr Ridge,2023,10965.0,9.0,0.0,1.0,1.0,7.0,84.0,23.0,47.0,14.0,0.0
ILLINOIS,Calumet Park,2023,6639.0,46.0,1.0,4.0,21.0,20.0,209.0,17.0,103.0,89.0,0.0
ILLINOIS,Cambridge,2023,2024.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,0.0
ILLINOIS,Campton Hills,2023,10731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Carbondale,2023,21659.0,168.0,2.0,39.0,14.0,113.0,719.0,123.0,517.0,79.0,20.0
ILLINOIS,Carlinville,2023,5520.0,43.0,0.0,3.0,0.0,40.0,141.0,25.0,113.0,3.0,1.0
ILLINOIS,Carlyle,2023,3203.0,1.0,0.0,1.0,0.0,0.0,37.0,10.0,27.0,0.0,1.0
ILLINOIS,Carol Stream,2023,38691.0,30.0,0.0,8.0,2.0,20.0,298.0,37.0,239.0,22.0,8.0
ILLINOIS,Carrier Mills,2023,1601.0,1.0,0.0,0.0,0.0,1.0,21.0,3.0,13.0,5.0,0.0
ILLINOIS,Cary,2023,17842.0,15.0,0.0,5.0,1.0,9.0,71.0,14.0,56.0,1.0,0.0
ILLINOIS,Casey,2023,2361.0,5.0,0.0,5.0,0.0,0.0,15.0,5.0,9.0,1.0,0.0
ILLINOIS,Caseyville,2023,4391.0,20.0,0.0,6.0,5.0,9.0,51.0,8.0,30.0,13.0,0.0
ILLINOIS,Catlin,2023,1925.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,0.0
ILLINOIS,Centralia,2023,11823.0,62.0,0.0,10.0,4.0,48.0,237.0,40.0,180.0,17.0,0.0
ILLINOIS,Champaign,2023,89687.0,381.0,5.0,53.0,39.0,284.0,1615.0,363.0,1055.0,197.0,16.0
ILLINOIS,Channahon,2023,14160.0,14.0,0.0,3.0,3.0,8.0,74.0,6.0,59.0,9.0,1.0
ILLINOIS,Charleston,2023,17058.0,46.0,0.0,13.0,3.0,30.0,212.0,54.0,144.0,14.0,0.0
ILLINOIS,Chatham,2023,14495.0,9.0,0.0,1.0,0.0,8.0,90.0,9.0,73.0,8.0,0.0
ILLINOIS,Chenoa,2023,3147.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,0.0
ILLINOIS,Cherry,2023,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Cherry Valley,2023,2858.0,12.0,0.0,2.0,1.0,9.0,149.0,13.0,127.0,9.0,0.0
ILLINOIS,Chester,2023,6767.0,5.0,0.0,0.0,1.0,4.0,30.0,8.0,22.0,0.0,0.0
ILLINOIS,Chicago,2023,2628298.0,15948.0,499.0,1244.0,10837.0,3368.0,90201.0,7361.0,56378.0,26462.0,168.0
ILLINOIS,Chicago Heights,2023,26018.0,452.0,11.0,15.0,96.0,330.0,795.0,101.0,386.0,308.0,5.0
ILLINOIS,Chicago Ridge,2023,13770.0,27.0,0.0,11.0,4.0,12.0,247.0,17.0,204.0,26.0,3.0
ILLINOIS,Chillicothe,2023,5952.0,10.0,0.0,2.0,0.0,8.0,87.0,14.0,71.0,2.0,1.0
ILLINOIS,Christopher,2023,2626.0,1.0,0.0,0.0,0.0,1.0,59.0,18.0,33.0,8.0,0.0
ILLINOIS,Cicero,2023,80455.0,207.0,5.0,10.0,67.0,125.0,982.0,240.0,469.0,273.0,10.0
ILLINOIS,Clarendon Hills,2023,8512.0,3.0,0.0,1.0,1.0,1.0,44.0,12.0,31.0,1.0,0.0
ILLINOIS,Clinton,2023,6844.0,23.0,0.0,6.0,0.0,17.0,168.0,25.0,130.0,13.0,1.0
ILLINOIS,Coal City,2023,5762.0,5.0,0.0,1.0,0.0,4.0,29.0,2.0,26.0,1.0,0.0
ILLINOIS,Coal Valley,2023,3794.0,2.0,0.0,0.0,1.0,1.0,45.0,24.0,18.0,3.0,0.0
ILLINOIS,Colfax,2023,987.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ILLINOIS,Collinsville,2023,23799.0,56.0,5.0,13.0,5.0,33.0,435.0,75.0,309.0,51.0,0.0
ILLINOIS,Colona,2023,4923.0,8.0,0.0,1.0,1.0,6.0,98.0,47.0,41.0,10.0,0.0
ILLINOIS,Cortland,2023,4466.0,5.0,0.0,0.0,1.0,4.0,34.0,0.0,33.0,1.0,0.0
ILLINOIS,Coulterville,2023,837.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ILLINOIS,Country Club Hills,2023,15904.0,84.0,3.0,9.0,30.0,42.0,422.0,72.0,275.0,75.0,8.0
ILLINOIS,Countryside,2023,6107.0,11.0,0.0,1.0,0.0,10.0,173.0,11.0,139.0,23.0,0.0
ILLINOIS,Cowden,2023,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Crest Hill,2023,20032.0,39.0,2.0,8.0,4.0,25.0,179.0,32.0,108.0,39.0,1.0
ILLINOIS,Crestwood,2023,10333.0,13.0,0.0,0.0,8.0,5.0,319.0,30.0,225.0,64.0,0.0
ILLINOIS,Crete,2023,8290.0,26.0,0.0,3.0,4.0,19.0,125.0,29.0,81.0,15.0,1.0
ILLINOIS,Crystal Lake,2023,40878.0,38.0,0.0,20.0,1.0,17.0,428.0,39.0,368.0,21.0,4.0
ILLINOIS,Danville,2023,28149.0,462.0,2.0,30.0,26.0,404.0,1309.0,288.0,955.0,66.0,14.0
ILLINOIS,Darien,2023,21380.0,11.0,0.0,1.0,4.0,6.0,191.0,43.0,136.0,12.0,1.0
ILLINOIS,Decatur,2023,68301.0,468.0,15.0,47.0,73.0,333.0,1751.0,457.0,1082.0,212.0,44.0
ILLINOIS,Deerfield,2023,18848.0,6.0,0.0,3.0,0.0,3.0,95.0,13.0,72.0,10.0,0.0
ILLINOIS,DeKalb,2023,40222.0,172.0,5.0,57.0,19.0,91.0,1004.0,87.0,873.0,44.0,6.0
ILLINOIS,Des Plaines,2023,57672.0,77.0,2.0,16.0,15.0,44.0,497.0,115.0,327.0,55.0,5.0
ILLINOIS,Diamond,2023,2665.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ILLINOIS,Dixon,2023,15139.0,15.0,0.0,5.0,0.0,10.0,64.0,7.0,52.0,5.0,1.0
ILLINOIS,Downers Grove,2023,48972.0,45.0,0.0,10.0,5.0,30.0,426.0,85.0,302.0,39.0,4.0
ILLINOIS,Dupo,2023,3825.0,9.0,0.0,0.0,0.0,9.0,43.0,8.0,22.0,13.0,1.0
ILLINOIS,Du Quoin,2023,5676.0,12.0,0.0,2.0,0.0,10.0,49.0,10.0,31.0,8.0,0.0
ILLINOIS,Durand,2023,1368.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0
ILLINOIS,Dwight,2023,3989.0,3.0,0.0,0.0,0.0,3.0,26.0,1.0,24.0,1.0,0.0
ILLINOIS,East Alton,2023,5639.0,19.0,1.0,4.0,1.0,13.0,60.0,12.0,39.0,9.0,2.0
ILLINOIS,East Dundee,2023,3108.0,5.0,0.0,0.0,0.0,5.0,90.0,11.0,51.0,28.0,0.0
ILLINOIS,East Hazel Crest,2023,1223.0,1.0,0.0,1.0,0.0,0.0,41.0,18.0,19.0,4.0,0.0
ILLINOIS,East Moline,2023,20651.0,44.0,0.0,8.0,3.0,33.0,512.0,133.0,311.0,68.0,6.0
ILLINOIS,East Peoria,2023,21990.0,69.0,0.0,14.0,5.0,50.0,613.0,111.0,462.0,40.0,0.0
ILLINOIS,Edwardsville,2023,26584.0,8.0,0.0,0.0,2.0,6.0,154.0,15.0,124.0,15.0,0.0
ILLINOIS,Effingham,2023,12169.0,37.0,0.0,7.0,1.0,29.0,279.0,51.0,210.0,18.0,2.0
ILLINOIS,Elburn,2023,6510.0,3.0,0.0,3.0,0.0,0.0,34.0,6.0,25.0,3.0,0.0
ILLINOIS,Eldorado,2023,3595.0,4.0,0.0,0.0,0.0,4.0,26.0,12.0,7.0,7.0,0.0
ILLINOIS,Elgin,2023,112470.0,252.0,6.0,70.0,24.0,152.0,993.0,209.0,700.0,84.0,8.0
ILLINOIS,Elizabeth,2023,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Elk Grove Village,2023,31148.0,56.0,0.0,20.0,10.0,26.0,482.0,52.0,371.0,59.0,2.0
ILLINOIS,Ellis Grove,2023,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Elmhurst,2023,45046.0,18.0,0.0,6.0,3.0,9.0,413.0,93.0,284.0,36.0,2.0
ILLINOIS,Elmwood Park,2023,23202.0,28.0,0.0,2.0,11.0,15.0,246.0,28.0,175.0,43.0,2.0
ILLINOIS,Elwood,2023,2184.0,3.0,0.0,0.0,1.0,2.0,28.0,3.0,24.0,1.0,0.0
ILLINOIS,Erie,2023,1477.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Evanston,2023,74413.0,125.0,1.0,22.0,63.0,39.0,2333.0,261.0,1784.0,288.0,4.0
ILLINOIS,Evergreen Park,2023,18890.0,37.0,1.0,4.0,23.0,9.0,1116.0,53.0,998.0,65.0,0.0
ILLINOIS,Fairmont City,2023,2177.0,7.0,0.0,0.0,3.0,4.0,10.0,1.0,9.0,0.0,0.0
ILLINOIS,Fairmount,2023,588.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
ILLINOIS,Fairview Heights,2023,16156.0,53.0,1.0,7.0,4.0,41.0,511.0,41.0,402.0,68.0,3.0
ILLINOIS,Farmer City,2023,1798.0,6.0,0.0,3.0,0.0,3.0,35.0,8.0,25.0,2.0,0.0
ILLINOIS,Farmington,2023,2321.0,1.0,0.0,0.0,0.0,1.0,19.0,3.0,13.0,3.0,0.0
ILLINOIS,Findlay,2023,650.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
ILLINOIS,Fithian,2023,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Flora,2023,4683.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,0.0
ILLINOIS,Flossmoor,2023,9181.0,9.0,0.0,0.0,2.0,7.0,235.0,10.0,204.0,21.0,0.0
ILLINOIS,Forest Park,2023,13568.0,65.0,0.0,13.0,29.0,23.0,421.0,50.0,251.0,120.0,3.0
ILLINOIS,Forest View,2023,753.0,3.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2.0,0.0
ILLINOIS,Forreston,2023,1408.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Fox Lake,2023,10787.0,36.0,0.0,7.0,4.0,25.0,164.0,20.0,124.0,20.0,0.0
ILLINOIS,Fox River Grove,2023,4619.0,3.0,0.0,1.0,1.0,1.0,18.0,1.0,17.0,0.0,0.0
ILLINOIS,Frankfort,2023,20862.0,5.0,0.0,3.0,0.0,2.0,134.0,19.0,111.0,4.0,1.0
ILLINOIS,Franklin Park,2023,17891.0,25.0,1.0,9.0,3.0,12.0,214.0,25.0,147.0,42.0,4.0
ILLINOIS,Freeburg,2023,4501.0,3.0,1.0,2.0,0.0,0.0,25.0,4.0,16.0,5.0,0.0
ILLINOIS,Freeport,2023,23177.0,62.0,2.0,13.0,5.0,42.0,293.0,76.0,196.0,21.0,4.0
ILLINOIS,Fulton,2023,3548.0,5.0,0.0,1.0,0.0,4.0,21.0,4.0,12.0,5.0,0.0
ILLINOIS,Geneseo,2023,6503.0,4.0,0.0,1.0,0.0,3.0,58.0,0.0,57.0,1.0,0.0
ILLINOIS,Geneva,2023,21164.0,13.0,1.0,5.0,1.0,6.0,187.0,37.0,145.0,5.0,0.0
ILLINOIS,Germantown,2023,1360.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
ILLINOIS,Gilberts,2023,8756.0,3.0,0.0,2.0,0.0,1.0,16.0,1.0,13.0,2.0,0.0
ILLINOIS,Glen Carbon,2023,13859.0,5.0,0.0,1.0,2.0,2.0,239.0,19.0,210.0,10.0,0.0
ILLINOIS,Glencoe,2023,8506.0,7.0,0.0,3.0,0.0,4.0,65.0,21.0,39.0,5.0,1.0
ILLINOIS,Glendale Heights,2023,32179.0,37.0,0.0,15.0,10.0,12.0,248.0,25.0,204.0,19.0,2.0
ILLINOIS,Glen Ellyn,2023,28132.0,13.0,0.0,6.0,1.0,6.0,170.0,42.0,113.0,15.0,0.0
ILLINOIS,Glenview,2023,46623.0,71.0,2.0,10.0,12.0,47.0,742.0,148.0,551.0,43.0,6.0
ILLINOIS,Glenwood,2023,8214.0,39.0,2.0,4.0,5.0,28.0,173.0,19.0,92.0,62.0,0.0
ILLINOIS,Godley,2023,630.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ILLINOIS,Golf,2023,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Grafton,2023,785.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,0.0
ILLINOIS,Grand Ridge,2023,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Granite City,2023,26927.0,154.0,2.0,42.0,17.0,93.0,582.0,107.0,357.0,118.0,23.0
ILLINOIS,Grantfork,2023,341.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
ILLINOIS,Grayslake,2023,24330.0,19.0,0.0,10.0,0.0,9.0,233.0,53.0,155.0,25.0,1.0
ILLINOIS,Grayville,2023,1504.0,3.0,0.0,0.0,0.0,3.0,10.0,5.0,4.0,1.0,0.0
ILLINOIS,Greenfield,2023,1012.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ILLINOIS,Greenup,2023,1345.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ILLINOIS,Greenville,2023,7018.0,8.0,0.0,1.0,2.0,5.0,48.0,3.0,41.0,4.0,0.0
ILLINOIS,Gurnee,2023,30131.0,67.0,0.0,16.0,13.0,38.0,651.0,43.0,550.0,58.0,1.0
ILLINOIS,Hampshire,2023,7899.0,3.0,0.0,0.0,0.0,3.0,18.0,4.0,13.0,1.0,0.0
ILLINOIS,Hanover Park,2023,35899.0,63.0,2.0,7.0,8.0,46.0,186.0,30.0,137.0,19.0,2.0
ILLINOIS,Harrisburg,2023,7878.0,7.0,0.0,0.0,2.0,5.0,27.0,2.0,25.0,0.0,0.0
ILLINOIS,Hartford,2023,1159.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0
ILLINOIS,Harvard,2023,9342.0,12.0,0.0,1.0,0.0,11.0,84.0,6.0,75.0,3.0,0.0
ILLINOIS,Harvey,2023,19264.0,209.0,7.0,27.0,52.0,123.0,604.0,86.0,268.0,250.0,2.0
ILLINOIS,Havana,2023,2839.0,17.0,0.0,6.0,0.0,11.0,37.0,8.0,27.0,2.0,2.0
ILLINOIS,Hawthorn Woods,2023,9417.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0
ILLINOIS,Hazel Crest,2023,12681.0,65.0,2.0,8.0,14.0,41.0,379.0,61.0,172.0,146.0,1.0
ILLINOIS,Hebron,2023,1400.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Henning,2023,203.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ILLINOIS,Henry,2023,2308.0,3.0,0.0,2.0,0.0,1.0,7.0,2.0,3.0,2.0,0.0
ILLINOIS,Herrin,2023,12135.0,40.0,0.0,11.0,7.0,22.0,265.0,103.0,141.0,21.0,4.0
ILLINOIS,Heyworth,2023,2799.0,1.0,0.0,0.0,0.0,1.0,16.0,3.0,12.0,1.0,0.0
ILLINOIS,Hickory Hills,2023,13788.0,14.0,0.0,7.0,3.0,4.0,147.0,11.0,120.0,16.0,1.0
ILLINOIS,Highland,2023,9998.0,9.0,1.0,2.0,0.0,6.0,76.0,17.0,58.0,1.0,0.0
ILLINOIS,Hillsboro,2023,5810.0,7.0,0.0,3.0,0.0,4.0,60.0,12.0,46.0,2.0,0.0
ILLINOIS,Hillside,2023,7870.0,18.0,0.0,2.0,8.0,8.0,154.0,19.0,115.0,20.0,0.0
ILLINOIS,Hinckley,2023,1977.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0
ILLINOIS,Hinsdale,2023,17166.0,2.0,0.0,0.0,0.0,2.0,61.0,8.0,47.0,6.0,4.0
ILLINOIS,Hodgkins,2023,1457.0,3.0,0.0,1.0,0.0,2.0,150.0,3.0,138.0,9.0,0.0
ILLINOIS,Hoffman Estates,2023,49843.0,67.0,5.0,18.0,11.0,33.0,462.0,70.0,332.0,60.0,2.0
ILLINOIS,Homer Glen,2023,24417.0,4.0,0.0,0.0,1.0,3.0,64.0,13.0,45.0,6.0,0.0
ILLINOIS,Hometown,2023,4106.0,4.0,0.0,1.0,0.0,3.0,39.0,5.0,30.0,4.0,0.0
ILLINOIS,Homewood,2023,18418.0,34.0,2.0,8.0,12.0,12.0,440.0,39.0,303.0,98.0,0.0
ILLINOIS,Hoopeston,2023,4721.0,19.0,0.0,5.0,0.0,14.0,51.0,18.0,26.0,7.0,1.0
ILLINOIS,Hopedale,2023,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Hudson,2023,1756.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Huntley,2023,28325.0,12.0,0.0,5.0,0.0,7.0,147.0,27.0,116.0,4.0,4.0
ILLINOIS,Ina,2023,1658.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0
ILLINOIS,Indian Head Park,2023,3875.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0
ILLINOIS,Indianola,2023,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Inverness,2023,7253.0,5.0,0.0,0.0,0.0,5.0,17.0,6.0,11.0,0.0,0.0
ILLINOIS,Island Lake,2023,7915.0,2.0,0.0,2.0,0.0,0.0,31.0,4.0,26.0,1.0,0.0
ILLINOIS,Itasca,2023,9283.0,9.0,0.0,5.0,1.0,3.0,53.0,5.0,45.0,3.0,0.0
ILLINOIS,Jacksonville,2023,17127.0,48.0,0.0,17.0,4.0,27.0,357.0,57.0,273.0,27.0,6.0
ILLINOIS,Jerseyville,2023,8243.0,14.0,0.0,10.0,0.0,4.0,144.0,12.0,128.0,4.0,0.0
ILLINOIS,Joliet,2023,149940.0,609.0,5.0,60.0,61.0,483.0,1503.0,266.0,967.0,270.0,6.0
ILLINOIS,Kenilworth,2023,2387.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,0.0
ILLINOIS,Kildeer,2023,4343.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,31.0,2.0,0.0
ILLINOIS,Kincaid,2023,1312.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
ILLINOIS,Kingston,2023,1088.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ILLINOIS,Lacon,2023,1861.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,La Grange,2023,15599.0,25.0,2.0,5.0,7.0,11.0,150.0,31.0,115.0,4.0,1.0
ILLINOIS,La Grange Park,2023,12800.0,6.0,0.0,2.0,1.0,3.0,99.0,16.0,79.0,4.0,1.0
ILLINOIS,Lake Forest,2023,19205.0,10.0,0.0,2.0,2.0,6.0,127.0,27.0,96.0,4.0,2.0
ILLINOIS,Lake in the Hills,2023,28588.0,10.0,0.0,8.0,0.0,2.0,78.0,7.0,61.0,10.0,0.0
ILLINOIS,Lakemoor,2023,6325.0,5.0,0.0,3.0,0.0,2.0,71.0,5.0,62.0,4.0,0.0
ILLINOIS,Lake Villa,2023,8608.0,7.0,0.0,4.0,1.0,2.0,31.0,9.0,21.0,1.0,0.0
ILLINOIS,Lakewood,2023,4300.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,8.0,1.0,2.0
ILLINOIS,Lake Zurich,2023,19559.0,32.0,0.0,2.0,2.0,28.0,215.0,13.0,198.0,4.0,1.0
ILLINOIS,Lanark,2023,1453.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
ILLINOIS,Lansing,2023,27525.0,112.0,1.0,19.0,40.0,52.0,682.0,98.0,359.0,225.0,5.0
ILLINOIS,La Salle,2023,9353.0,5.0,2.0,0.0,1.0,2.0,13.0,1.0,2.0,10.0,0.0
ILLINOIS,Leland,2023,920.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ILLINOIS,Lemont,2023,17465.0,14.0,0.0,6.0,1.0,7.0,101.0,19.0,56.0,26.0,0.0
ILLINOIS,Le Roy,2023,3485.0,5.0,0.0,4.0,0.0,1.0,16.0,5.0,9.0,2.0,0.0
ILLINOIS,Lexington,2023,2088.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
