State,City,Year,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
ARKANSAS,Gravette,2021,3660.0,16.0,0.0,5.0,0.0,11.0,32.0,3.0,24.0,5.0,0.0
ARKANSAS,Green Forest,2021,2955.0,36.0,1.0,10.0,1.0,24.0,49.0,17.0,27.0,5.0,2.0
ARKANSAS,Greenland,2021,1408.0,9.0,0.0,2.0,0.0,7.0,16.0,4.0,11.0,1.0,0.0
ARKANSAS,Greenwood,2021,9426.0,12.0,0.0,1.0,0.0,11.0,48.0,7.0,38.0,3.0,0.0
ARKANSAS,Greers Ferry,2021,857.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0
ARKANSAS,Gurdon,2021,2050.0,21.0,0.0,2.0,0.0,19.0,18.0,9.0,8.0,1.0,1.0
ARKANSAS,Guy,2021,796.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
ARKANSAS,Hackett,2021,842.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ARKANSAS,Hamburg,2021,2514.0,9.0,0.0,0.0,0.0,9.0,38.0,14.0,24.0,0.0,0.0
ARKANSAS,Hampton,2021,1230.0,5.0,0.0,0.0,1.0,4.0,19.0,6.0,11.0,2.0,0.0
ARKANSAS,Hardy,2021,761.0,2.0,0.0,1.0,0.0,1.0,14.0,3.0,8.0,3.0,0.0
ARKANSAS,Harrisburg,2021,2287.0,15.0,1.0,0.0,0.0,14.0,17.0,2.0,11.0,4.0,0.0
ARKANSAS,Harrison,2021,13160.0,32.0,0.0,7.0,2.0,23.0,262.0,34.0,212.0,16.0,1.0
ARKANSAS,Haskell,2021,4700.0,12.0,0.0,2.0,0.0,10.0,51.0,21.0,28.0,2.0,1.0
ARKANSAS,Hazen,2021,1317.0,6.0,0.0,1.0,1.0,4.0,13.0,4.0,7.0,2.0,0.0
ARKANSAS,Heber Springs,2021,6872.0,33.0,0.0,10.0,0.0,23.0,217.0,37.0,158.0,22.0,1.0
ARKANSAS,Helena-West Helena,2021,9820.0,241.0,6.0,17.0,12.0,206.0,435.0,139.0,256.0,40.0,15.0
ARKANSAS,Higginson,2021,749.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
ARKANSAS,Highfill,2021,965.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
ARKANSAS,Highland,2021,1111.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,12.0,0.0,0.0
ARKANSAS,Hope,2021,9373.0,113.0,0.0,6.0,8.0,99.0,303.0,55.0,216.0,32.0,2.0
ARKANSAS,Hot Springs,2021,39040.0,169.0,5.0,15.0,27.0,122.0,1966.0,298.0,1481.0,187.0,8.0
ARKANSAS,Hoxie,2021,2559.0,12.0,0.0,1.0,0.0,11.0,17.0,5.0,11.0,1.0,0.0
ARKANSAS,Hughes,2021,1178.0,5.0,0.0,0.0,0.0,5.0,13.0,3.0,8.0,2.0,1.0
ARKANSAS,Jacksonville,2021,28356.0,357.0,3.0,35.0,31.0,288.0,1348.0,258.0,916.0,174.0,8.0
ARKANSAS,Johnson,2021,3809.0,11.0,0.0,0.0,0.0,11.0,97.0,29.0,30.0,38.0,1.0
ARKANSAS,Jonesboro,2021,81208.0,588.0,11.0,63.0,54.0,460.0,2448.0,845.0,1392.0,211.0,14.0
ARKANSAS,Lake City,2021,2810.0,2.0,0.0,1.0,0.0,1.0,23.0,3.0,17.0,3.0,0.0
ARKANSAS,Lamar,2021,1741.0,6.0,1.0,1.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0
ARKANSAS,Lavaca,2021,2453.0,3.0,0.0,3.0,0.0,0.0,22.0,6.0,14.0,2.0,0.0
ARKANSAS,Leachville,2021,1816.0,12.0,0.0,1.0,0.0,11.0,60.0,21.0,37.0,2.0,0.0
ARKANSAS,Lincoln,2021,2492.0,8.0,0.0,1.0,0.0,7.0,52.0,11.0,36.0,5.0,0.0
ARKANSAS,Little Flock,2021,2842.0,5.0,1.0,0.0,0.0,4.0,35.0,14.0,16.0,5.0,0.0
ARKANSAS,Little Rock,2021,198260.0,4091.0,62.0,252.0,397.0,3380.0,10635.0,1970.0,7609.0,1056.0,93.0
ARKANSAS,Lonoke,2021,4152.0,44.0,0.0,4.0,1.0,39.0,145.0,34.0,104.0,7.0,0.0
ARKANSAS,Lowell,2021,10171.0,28.0,0.0,4.0,1.0,23.0,129.0,46.0,72.0,11.0,0.0
ARKANSAS,Luxora,2021,991.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0
ARKANSAS,Magnolia,2021,11410.0,68.0,1.0,3.0,15.0,49.0,346.0,184.0,151.0,11.0,0.0
ARKANSAS,Malvern,2021,10805.0,107.0,0.0,13.0,9.0,85.0,511.0,189.0,288.0,34.0,5.0
ARKANSAS,Mammoth Spring,2021,938.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
ARKANSAS,Mansfield,2021,1083.0,1.0,0.0,0.0,0.0,1.0,11.0,2.0,6.0,3.0,1.0
ARKANSAS,Marianna,2021,3219.0,27.0,0.0,3.0,0.0,24.0,114.0,31.0,74.0,9.0,0.0
ARKANSAS,Marion,2021,12266.0,137.0,7.0,6.0,4.0,120.0,350.0,60.0,271.0,19.0,1.0
ARKANSAS,Marked Tree,2021,2366.0,26.0,0.0,2.0,0.0,24.0,26.0,7.0,13.0,6.0,0.0
ARKANSAS,Marmaduke,2021,1262.0,13.0,0.0,8.0,0.0,5.0,19.0,3.0,16.0,0.0,0.0
ARKANSAS,Marshall,2021,1321.0,8.0,0.0,4.0,1.0,3.0,11.0,3.0,7.0,1.0,0.0
ARKANSAS,Maumelle,2021,18343.0,26.0,0.0,5.0,3.0,18.0,287.0,47.0,229.0,11.0,1.0
ARKANSAS,Mayflower,2021,2437.0,15.0,0.0,0.0,1.0,14.0,92.0,22.0,62.0,8.0,0.0
ARKANSAS,McCrory,2021,1473.0,2.0,0.0,2.0,0.0,0.0,30.0,3.0,24.0,3.0,0.0
ARKANSAS,McGehee,2021,3545.0,27.0,0.0,3.0,2.0,22.0,87.0,31.0,48.0,8.0,0.0
ARKANSAS,McRae,2021,670.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
ARKANSAS,Mena,2021,5377.0,8.0,0.0,2.0,1.0,5.0,186.0,23.0,157.0,6.0,0.0
ARKANSAS,Menifee,2021,323.0,3.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,0.0,0.0
ARKANSAS,Mineral Springs,2021,1133.0,5.0,1.0,1.0,0.0,3.0,6.0,1.0,5.0,0.0,0.0
ARKANSAS,Monette,2021,1639.0,2.0,0.0,1.0,0.0,1.0,22.0,5.0,17.0,0.0,0.0
ARKANSAS,Monticello,2021,9145.0,43.0,4.0,8.0,2.0,29.0,237.0,39.0,178.0,20.0,2.0
ARKANSAS,Morrilton,2021,6672.0,30.0,0.0,8.0,0.0,22.0,312.0,23.0,276.0,13.0,3.0
ARKANSAS,Mountain Home,2021,12657.0,25.0,0.0,11.0,0.0,14.0,359.0,34.0,309.0,16.0,0.0
ARKANSAS,Mountain View,2021,2917.0,9.0,0.0,1.0,0.0,8.0,46.0,11.0,34.0,1.0,0.0
ARKANSAS,Mulberry,2021,1699.0,2.0,0.0,2.0,0.0,0.0,44.0,2.0,34.0,8.0,0.0
ARKANSAS,Murfreesboro,2021,1565.0,4.0,0.0,1.0,0.0,3.0,10.0,2.0,8.0,0.0,0.0
ARKANSAS,Nashville,2021,4263.0,26.0,0.0,6.0,1.0,19.0,120.0,18.0,101.0,1.0,0.0
ARKANSAS,Newport,2021,7335.0,119.0,0.0,12.0,5.0,102.0,380.0,98.0,267.0,15.0,1.0
ARKANSAS,Norfork,2021,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARKANSAS,North Little Rock,2021,66677.0,762.0,20.0,16.0,97.0,629.0,2465.0,369.0,1734.0,362.0,10.0
ARKANSAS,Ola,2021,1190.0,3.0,0.0,1.0,0.0,2.0,7.0,1.0,5.0,1.0,0.0
ARKANSAS,Osceola,2021,6472.0,172.0,0.0,7.0,5.0,160.0,225.0,88.0,102.0,35.0,5.0
ARKANSAS,Ozark,2021,3618.0,14.0,0.0,5.0,0.0,9.0,62.0,26.0,33.0,3.0,0.0
ARKANSAS,Paragould,2021,29559.0,362.0,0.0,26.0,8.0,328.0,1107.0,143.0,856.0,108.0,1.0
ARKANSAS,Paris,2021,3352.0,15.0,1.0,5.0,0.0,9.0,83.0,20.0,49.0,14.0,0.0
ARKANSAS,Pea Ridge,2021,6652.0,13.0,0.0,5.0,0.0,8.0,68.0,14.0,51.0,3.0,0.0
ARKANSAS,Perryville,2021,1438.0,4.0,0.0,0.0,0.0,4.0,22.0,5.0,16.0,1.0,0.0
ARKANSAS,Piggott,2021,3464.0,3.0,0.0,1.0,0.0,2.0,17.0,4.0,13.0,0.0,0.0
ARKANSAS,Pine Bluff,2021,39670.0,820.0,23.0,35.0,55.0,707.0,2326.0,444.0,1532.0,350.0,41.0
ARKANSAS,Plumerville,2021,773.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0
ARKANSAS,Pottsville,2021,3423.0,2.0,0.0,0.0,0.0,2.0,19.0,6.0,13.0,0.0,0.0
ARKANSAS,Prairie Grove,2021,7380.0,19.0,0.0,8.0,0.0,11.0,59.0,6.0,50.0,3.0,0.0
ARKANSAS,Prescott,2021,2892.0,4.0,0.0,1.0,0.0,3.0,48.0,5.0,35.0,8.0,0.0
ARKANSAS,Quitman,2021,705.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,17.0,1.0,0.0
ARKANSAS,Ravenden,2021,443.0,2.0,0.0,1.0,0.0,1.0,7.0,2.0,3.0,2.0,0.0
ARKANSAS,Redfield,2021,1513.0,1.0,0.0,0.0,0.0,1.0,27.0,11.0,14.0,2.0,0.0
ARKANSAS,Rogers,2021,72122.0,274.0,3.0,98.0,14.0,159.0,1562.0,115.0,1335.0,112.0,7.0
ARKANSAS,Rose Bud,2021,493.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0
ARKANSAS,Russellville,2021,29465.0,188.0,0.0,22.0,4.0,162.0,826.0,91.0,661.0,74.0,1.0
ARKANSAS,Salem,2021,1657.0,2.0,0.0,2.0,0.0,0.0,14.0,3.0,9.0,2.0,0.0
ARKANSAS,Searcy,2021,23604.0,155.0,2.0,26.0,10.0,117.0,970.0,88.0,788.0,94.0,1.0
ARKANSAS,Shannon Hills,2021,4196.0,26.0,0.0,6.0,2.0,18.0,46.0,17.0,26.0,3.0,2.0
ARKANSAS,Sheridan,2021,5075.0,16.0,0.0,6.0,1.0,9.0,122.0,19.0,94.0,9.0,1.0
ARKANSAS,Sherwood,2021,31857.0,221.0,0.0,19.0,12.0,190.0,844.0,235.0,548.0,61.0,2.0
ARKANSAS,Siloam Springs,2021,17877.0,80.0,4.0,10.0,1.0,65.0,493.0,84.0,362.0,47.0,1.0
ARKANSAS,Springdale,2021,85234.0,405.0,2.0,60.0,29.0,314.0,2568.0,292.0,1918.0,358.0,11.0
ARKANSAS,Stamps,2021,1446.0,2.0,0.0,1.0,0.0,1.0,16.0,3.0,11.0,2.0,0.0
ARKANSAS,Star City,2021,1989.0,25.0,0.0,6.0,2.0,17.0,44.0,10.0,29.0,5.0,1.0
ARKANSAS,St. Charles,2021,210.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
ARKANSAS,Stuttgart,2021,8312.0,141.0,4.0,8.0,3.0,126.0,263.0,57.0,190.0,16.0,0.0
ARKANSAS,Swifton,2021,726.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0
ARKANSAS,Texarkana,2021,29516.0,278.0,4.0,15.0,22.0,237.0,843.0,111.0,655.0,77.0,6.0
ARKANSAS,Trumann,2021,6869.0,49.0,1.0,7.0,4.0,37.0,253.0,38.0,194.0,21.0,2.0
ARKANSAS,Tuckerman,2021,1670.0,2.0,0.0,1.0,0.0,1.0,18.0,3.0,12.0,3.0,0.0
ARKANSAS,Turrell,2021,543.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ARKANSAS,Van Buren,2021,23912.0,98.0,0.0,20.0,2.0,76.0,659.0,194.0,411.0,54.0,0.0
ARKANSAS,Vilonia,2021,4824.0,5.0,0.0,0.0,0.0,5.0,50.0,8.0,38.0,4.0,0.0
ARKANSAS,Waldron,2021,3303.0,6.0,0.0,0.0,0.0,6.0,100.0,46.0,50.0,4.0,0.0
ARKANSAS,Ward,2021,5649.0,48.0,1.0,7.0,1.0,39.0,89.0,22.0,57.0,10.0,1.0
ARKANSAS,Warren,2021,5458.0,35.0,1.0,4.0,4.0,26.0,139.0,45.0,81.0,13.0,2.0
ARKANSAS,West Fork,2021,2649.0,1.0,0.0,1.0,0.0,0.0,51.0,7.0,42.0,2.0,0.0
ARKANSAS,West Memphis,2021,23959.0,648.0,7.0,33.0,50.0,558.0,953.0,199.0,588.0,166.0,6.0
ARKANSAS,White Hall,2021,4830.0,13.0,0.0,1.0,0.0,12.0,53.0,15.0,31.0,7.0,0.0
ARKANSAS,Wilson,2021,793.0,3.0,0.0,2.0,0.0,1.0,7.0,2.0,4.0,1.0,0.0
ARKANSAS,Wynne,2021,7546.0,86.0,2.0,5.0,4.0,75.0,321.0,59.0,240.0,22.0,5.0
CALIFORNIA,Carlsbad,2021,116633.0,235.0,2.0,26.0,40.0,167.0,2032.0,280.0,1544.0,208.0,18.0
CALIFORNIA,Chula Vista,2021,275978.0,871.0,6.0,41.0,249.0,575.0,3334.0,400.0,1989.0,945.0,50.0
CALIFORNIA,El Cajon,2021,102665.0,525.0,2.0,43.0,113.0,367.0,1860.0,261.0,1179.0,420.0,26.0
CALIFORNIA,Escondido,2021,150507.0,545.0,3.0,27.0,140.0,375.0,2644.0,333.0,1741.0,570.0,30.0
CALIFORNIA,La Mesa,2021,59968.0,157.0,2.0,12.0,42.0,101.0,1145.0,181.0,751.0,213.0,15.0
CALIFORNIA,National City,2021,61171.0,402.0,4.0,19.0,91.0,288.0,1291.0,132.0,831.0,328.0,16.0
CALIFORNIA,Oceanside,2021,175335.0,771.0,6.0,83.0,163.0,519.0,3346.0,426.0,2433.0,487.0,40.0
CALIFORNIA,San Diego,2021,1434673.0,5404.0,63.0,444.0,1040.0,3857.0,26348.0,3286.0,16601.0,6461.0,150.0
COLORADO,Alamosa,2021,9414.0,77.0,2.0,13.0,10.0,52.0,495.0,83.0,379.0,33.0,17.0
COLORADO,Arvada,2021,123548.0,345.0,3.0,33.0,87.0,222.0,4261.0,438.0,2964.0,859.0,17.0
COLORADO,Aspen,2021,7750.0,4.0,0.0,2.0,0.0,2.0,169.0,7.0,156.0,6.0,0.0
COLORADO,Ault,2021,2197.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
COLORADO,Aurora,2021,393897.0,3963.0,42.0,408.0,771.0,2742.0,15282.0,1900.0,7847.0,5535.0,154.0
COLORADO,Avon,2021,7012.0,17.0,0.0,5.0,0.0,12.0,75.0,3.0,61.0,11.0,0.0
COLORADO,Basalt,2021,4226.0,17.0,0.0,16.0,0.0,1.0,36.0,3.0,32.0,1.0,0.0
COLORADO,Bayfield,2021,2614.0,6.0,1.0,0.0,1.0,4.0,43.0,6.0,30.0,7.0,1.0
COLORADO,Black Hawk,2021,132.0,7.0,0.0,0.0,2.0,5.0,320.0,3.0,293.0,24.0,0.0
COLORADO,Boulder,2021,108698.0,407.0,3.0,46.0,71.0,287.0,3750.0,565.0,2783.0,402.0,31.0
COLORADO,Breckenridge,2021,4996.0,10.0,0.0,4.0,0.0,6.0,159.0,7.0,138.0,14.0,0.0
COLORADO,Brighton,2021,41535.0,111.0,0.0,21.0,10.0,80.0,1181.0,104.0,845.0,232.0,8.0
COLORADO,Broomfield,2021,73077.0,85.0,2.0,13.0,32.0,38.0,2360.0,254.0,1737.0,369.0,6.0
COLORADO,Buena Vista,2021,3175.0,1.0,0.0,0.0,1.0,0.0,13.0,3.0,9.0,1.0,0.0
COLORADO,Burlington,2021,3038.0,7.0,0.0,0.0,0.0,7.0,36.0,4.0,28.0,4.0,0.0
COLORADO,Calhan,2021,831.0,7.0,0.0,0.0,0.0,7.0,9.0,4.0,4.0,1.0,3.0
COLORADO,Canon City,2021,16552.0,114.0,3.0,25.0,10.0,76.0,704.0,88.0,559.0,57.0,7.0
COLORADO,Carbondale,2021,6761.0,15.0,0.0,5.0,1.0,9.0,47.0,0.0,45.0,2.0,0.0
COLORADO,Castle Rock,2021,73221.0,40.0,0.0,14.0,9.0,17.0,1188.0,102.0,1008.0,78.0,1.0
COLORADO,Cedaredge,2021,2320.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0
COLORADO,Centennial,2021,111199.0,194.0,6.0,15.0,27.0,146.0,2134.0,263.0,1416.0,455.0,21.0
COLORADO,Center,2021,2399.0,10.0,0.0,9.0,0.0,1.0,38.0,7.0,27.0,4.0,0.0
COLORADO,Cherry Hills Village,2021,6685.0,0.0,0.0,0.0,0.0,0.0,72.0,19.0,41.0,12.0,0.0
COLORADO,Colorado Springs,2021,488747.0,2806.0,38.0,402.0,359.0,2007.0,15703.0,2416.0,10729.0,2558.0,182.0
COLORADO,Commerce City,2021,60845.0,395.0,5.0,82.0,42.0,266.0,2600.0,220.0,1631.0,749.0,16.0
COLORADO,Cortez,2021,8760.0,44.0,0.0,13.0,7.0,24.0,257.0,35.0,196.0,26.0,2.0
COLORADO,Craig,2021,8905.0,37.0,0.0,7.0,0.0,30.0,195.0,32.0,153.0,10.0,2.0
COLORADO,Crested Butte,2021,1703.0,2.0,0.0,0.0,0.0,2.0,10.0,2.0,8.0,0.0,0.0
COLORADO,Cripple Creek,2021,1270.0,6.0,0.0,1.0,0.0,5.0,59.0,0.0,54.0,5.0,1.0
COLORADO,Dacono,2021,6877.0,5.0,0.0,5.0,0.0,0.0,101.0,5.0,55.0,41.0,0.0
COLORADO,Del Norte,2021,1528.0,2.0,0.0,2.0,0.0,0.0,27.0,8.0,19.0,0.0,0.0
COLORADO,Delta,2021,9047.0,19.0,0.0,8.0,1.0,10.0,402.0,61.0,303.0,38.0,6.0
COLORADO,Denver,2021,740209.0,6897.0,100.0,742.0,1326.0,4729.0,42781.0,5839.0,24214.0,12728.0,194.0
COLORADO,Dillon,2021,973.0,3.0,0.0,1.0,0.0,2.0,22.0,1.0,18.0,3.0,0.0
COLORADO,Dinosaur,2021,334.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0
COLORADO,Durango,2021,19995.0,46.0,0.0,9.0,5.0,32.0,604.0,59.0,511.0,34.0,3.0
COLORADO,Eagle,2021,6954.0,12.0,0.0,2.0,0.0,10.0,74.0,9.0,57.0,8.0,1.0
COLORADO,Eaton,2021,6191.0,6.0,0.0,1.0,0.0,5.0,23.0,4.0,15.0,4.0,0.0
COLORADO,Edgewater,2021,5415.0,21.0,0.0,6.0,6.0,9.0,365.0,27.0,261.0,77.0,1.0
COLORADO,Elizabeth,2021,1928.0,6.0,0.0,0.0,0.0,6.0,21.0,0.0,18.0,3.0,0.0
COLORADO,Empire,2021,304.0,2.0,1.0,0.0,0.0,1.0,23.0,3.0,13.0,7.0,0.0
COLORADO,Englewood,2021,35630.0,245.0,2.0,18.0,44.0,181.0,2443.0,284.0,1579.0,580.0,17.0
COLORADO,Erie,2021,31873.0,17.0,0.0,4.0,2.0,11.0,310.0,30.0,232.0,48.0,3.0
COLORADO,Estes Park,2021,6617.0,12.0,0.0,1.0,0.0,11.0,41.0,15.0,24.0,2.0,0.0
COLORADO,Evans,2021,23698.0,52.0,1.0,5.0,12.0,34.0,480.0,71.0,291.0,118.0,10.0
COLORADO,Fairplay,2021,814.0,2.0,0.0,1.0,0.0,1.0,11.0,0.0,11.0,0.0,0.0
COLORADO,Firestone,2021,15932.0,8.0,0.0,0.0,0.0,8.0,195.0,10.0,131.0,54.0,1.0
COLORADO,Florence,2021,3993.0,21.0,0.0,3.0,0.0,18.0,47.0,5.0,32.0,10.0,1.0
COLORADO,Fort Collins,2021,170744.0,515.0,3.0,94.0,45.0,373.0,3509.0,337.0,2817.0,355.0,18.0
COLORADO,Fort Lupton,2021,8800.0,27.0,0.0,8.0,3.0,16.0,155.0,20.0,100.0,35.0,0.0
COLORADO,Fort Morgan,2021,11234.0,63.0,2.0,19.0,1.0,41.0,328.0,60.0,236.0,32.0,7.0
COLORADO,Fountain,2021,31557.0,116.0,0.0,23.0,15.0,78.0,639.0,71.0,469.0,99.0,3.0
COLORADO,Fraser/Winter Park,2021,2478.0,8.0,0.0,2.0,2.0,4.0,75.0,14.0,53.0,8.0,0.0
COLORADO,Frederick,2021,11844.0,7.0,0.0,4.0,0.0,3.0,42.0,3.0,28.0,11.0,0.0
COLORADO,Frisco,2021,2892.0,9.0,0.0,1.0,0.0,8.0,110.0,4.0,76.0,30.0,0.0
COLORADO,Fruita,2021,14465.0,27.0,0.0,4.0,2.0,21.0,148.0,14.0,124.0,10.0,4.0
COLORADO,Garden City,2021,282.0,2.0,0.0,0.0,0.0,2.0,22.0,3.0,16.0,3.0,0.0
COLORADO,Georgetown,2021,1109.0,4.0,0.0,2.0,0.0,2.0,20.0,0.0,12.0,8.0,0.0
COLORADO,Glendale,2021,5192.0,95.0,0.0,11.0,30.0,54.0,836.0,76.0,504.0,256.0,2.0
COLORADO,Glenwood Springs,2021,10297.0,44.0,2.0,20.0,1.0,21.0,347.0,23.0,291.0,33.0,2.0
COLORADO,Golden,2021,20498.0,47.0,0.0,2.0,2.0,43.0,721.0,85.0,516.0,120.0,8.0
COLORADO,Granada,2021,508.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,5.0,2.0,0.0
COLORADO,Granby,2021,2209.0,1.0,0.0,0.0,0.0,1.0,35.0,2.0,26.0,7.0,0.0
COLORADO,Grand Junction,2021,63928.0,378.0,3.0,69.0,33.0,273.0,2900.0,347.0,2272.0,281.0,21.0
COLORADO,Greeley,2021,110660.0,590.0,9.0,52.0,88.0,441.0,3054.0,356.0,2132.0,566.0,14.0
COLORADO,Green Mountain Falls,2021,737.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
COLORADO,Gunnison,2021,6950.0,29.0,0.0,6.0,0.0,23.0,109.0,7.0,94.0,8.0,0.0
COLORADO,Gypsum,2021,7391.0,9.0,0.0,3.0,0.0,6.0,26.0,2.0,21.0,3.0,0.0
COLORADO,Haxtun,2021,936.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0
COLORADO,Hayden,2021,1995.0,1.0,0.0,0.0,0.0,1.0,27.0,6.0,20.0,1.0,1.0
COLORADO,Holyoke,2021,2230.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0
COLORADO,Hotchkiss,2021,929.0,1.0,0.0,0.0,0.0,1.0,19.0,3.0,16.0,0.0,0.0
COLORADO,Hudson,2021,2812.0,9.0,0.0,1.0,1.0,7.0,48.0,1.0,33.0,14.0,1.0
COLORADO,Hugo,2021,787.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,0.0
COLORADO,Idaho Springs,2021,1871.0,12.0,0.0,0.0,1.0,11.0,79.0,6.0,58.0,15.0,0.0
COLORADO,Johnstown,2021,14413.0,22.0,0.0,7.0,2.0,13.0,423.0,27.0,347.0,49.0,2.0
COLORADO,Lafayette,2021,29027.0,85.0,2.0,22.0,8.0,53.0,817.0,97.0,606.0,114.0,7.0
COLORADO,La Junta,2021,6831.0,37.0,4.0,9.0,3.0,21.0,321.0,44.0,242.0,35.0,2.0
COLORADO,Lakeside,2021,8.0,0.0,0.0,0.0,0.0,0.0,157.0,1.0,154.0,2.0,0.0
COLORADO,Lakewood,2021,158977.0,1088.0,12.0,118.0,286.0,672.0,8554.0,1130.0,5491.0,1933.0,50.0
COLORADO,Lamar,2021,7612.0,8.0,2.0,1.0,0.0,5.0,94.0,18.0,74.0,2.0,2.0
COLORADO,La Salle,2021,2524.0,1.0,0.0,1.0,0.0,0.0,47.0,8.0,21.0,18.0,0.0
COLORADO,Leadville,2021,2796.0,6.0,1.0,1.0,0.0,4.0,36.0,10.0,22.0,4.0,0.0
COLORADO,Limon,2021,1951.0,4.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0
COLORADO,Littleton,2021,46466.0,74.0,0.0,15.0,19.0,40.0,1443.0,280.0,818.0,345.0,5.0
COLORADO,Lone Tree,2021,14007.0,65.0,0.0,9.0,10.0,46.0,1246.0,55.0,1084.0,107.0,5.0
COLORADO,Longmont,2021,99714.0,477.0,2.0,141.0,50.0,284.0,2674.0,268.0,2001.0,405.0,31.0
COLORADO,Louisville,2021,19127.0,64.0,0.0,15.0,2.0,47.0,573.0,79.0,420.0,74.0,3.0
COLORADO,Loveland,2021,85349.0,237.0,2.0,61.0,16.0,158.0,1651.0,167.0,1307.0,177.0,6.0
COLORADO,Mancos,2021,1404.0,4.0,0.0,3.0,0.0,1.0,20.0,2.0,14.0,4.0,0.0
COLORADO,Manitou Springs,2021,5509.0,21.0,0.0,3.0,1.0,17.0,126.0,28.0,64.0,34.0,7.0
COLORADO,Meeker,2021,2305.0,1.0,0.0,0.0,0.0,1.0,31.0,0.0,25.0,6.0,0.0
COLORADO,Milliken,2021,9074.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,19.0,7.0,0.0
COLORADO,Monte Vista,2021,4030.0,19.0,0.0,3.0,1.0,15.0,115.0,20.0,91.0,4.0,0.0
COLORADO,Montrose,2021,19984.0,55.0,0.0,4.0,4.0,47.0,796.0,69.0,674.0,53.0,3.0
COLORADO,Monument,2021,8397.0,22.0,0.0,4.0,5.0,13.0,180.0,32.0,134.0,14.0,1.0
COLORADO,Mountain View,2021,553.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,7.0,3.0,0.0
COLORADO,Mountain Village,2021,1486.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,14.0,1.0,0.0
COLORADO,Mount Crested Butte,2021,901.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0
COLORADO,Nederland,2021,1569.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
COLORADO,New Castle,2021,5012.0,5.0,0.0,0.0,0.0,5.0,27.0,1.0,17.0,9.0,0.0
COLORADO,Northglenn,2021,39162.0,248.0,2.0,35.0,31.0,180.0,1562.0,129.0,983.0,450.0,14.0
COLORADO,Oak Creek,2021,966.0,6.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0
COLORADO,Pagosa Springs,2021,2178.0,6.0,0.0,0.0,0.0,6.0,40.0,3.0,35.0,2.0,0.0
COLORADO,Palisade,2021,2812.0,5.0,0.0,1.0,0.0,4.0,53.0,3.0,46.0,4.0,0.0
COLORADO,Parachute,2021,1118.0,9.0,0.0,2.0,0.0,7.0,24.0,4.0,15.0,5.0,0.0
COLORADO,Parker,2021,60178.0,88.0,0.0,23.0,4.0,61.0,1069.0,102.0,824.0,143.0,12.0
COLORADO,Platteville,2021,4239.0,5.0,0.0,2.0,0.0,3.0,65.0,8.0,42.0,15.0,0.0
COLORADO,Pueblo,2021,113371.0,1421.0,27.0,193.0,250.0,951.0,6452.0,1376.0,3690.0,1386.0,89.0
COLORADO,Rangely,2021,2295.0,15.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
